title,attack_type,attack_type_code,description,year,month,day,Africa,Asia,Australia,Europe,North America,South America,reference_title,reference_url
Cyber attack on an operator of oil terminals,Hacking,3,"Evos - Terneuzen, Netherlands",2022,1,1,0,0,0,1,0,0,Cyberattackers Target Key Fuel-Distribution Firms in Europe,bloomberg.com
Cyber attack on a US media company,Hacking,3,"News Corp. - New York City, New York, USA",2022,1,1,0,0,0,0,1,0,"10-Q for the quarterly period ended December 31, 2021, Risk Factors",investors.newscorp.com
Spanish town website hacked,Hacking,3,"Monforte de Lemos, Lugo, Spain",2022,2,1,0,0,0,1,0,0,Un hacker ruso bloquea la web oficial del Ayuntamiento de Monforte de Lemos,cope.es
Cyber attack on an airline in New Caledonia,Hacking,3,"Air Calédonie - Nouméa, New Caledonia, France",2022,2,1,0,0,0,1,0,0,Actualités - Systèmes informatiques en voie de rétablissement,air-caledonie.nc
Hacker attack on an online stream of Iranian state television,Cyber incident,0,Iran,2022,2,1,0,1,0,0,0,0,Iranian state TV streaming site targeted with anti-government message,timesofisrael.com
320 million dollars captured on crypto platform,Ransomware,6,Wormhole,2022,2,2,0,0,0,1,0,0,The wormhole network was exploited for 120k wETH.,twitter.com
Cyber attack on a college in Bermuda,Hacking,3,"Bermuda College - Paget Parish, Bermuda",2022,2,2,0,0,0,0,1,0,Bermuda College hit in suspected cyber attack,royalgazette.com
Cyber attack on home appliance manufacturer in Japan,Hacking,3,"テスコム電機株式会社 (Tescom Denki Co., Ltd.) - Tokyo, Japan",2022,2,3,0,1,0,0,0,0,弊社を装った不審メールに関するお詫びとお知らせ,tescom-japan.co.jp
Ransomware at an airport ground services company in Switzerland,Ransomware,6,"Swissport - Opfikon, Canton of Zurich, Switzerland",2022,2,3,0,0,0,1,0,0,A part of Swissport’s IT infrastructure was subject to a ransomware attack.,twitter.com
$1.9 million stolen from a crypto platform,Ransomware,6,"KLAYswap - Seoul, South Korea",2022,2,3,0,1,0,0,0,0,"KLAYswap Incident Report (Feb 03, 2022)",medium.com
Cyber attack on the data center of a provider of real estate software in the Netherlands,Hacking,3,"Aareon Nederland B.V. - Amsterdam, Netherlands",2022,2,3,0,0,0,1,0,0,REMS-datacenter slachtoffer cyberaanval,aareon.nl
Ransomware at a town in Massachusetts,Ransomware,6,"Quincy, Massachusetts, USA (Norfolk County)",2022,2,3,0,0,0,0,1,0,Quincy’s Servers Victim Of Ransomware Attack,thequincysun.com
Cyber attack on operators of crematoria in Belgium,Hacking,3,"Pontes - Antwerp, Belgium",2022,2,1,0,0,0,1,0,0,Cyberaanval treft Pontes,pontes.be
DDoS attacks on Czech Public Television,Ddos,2,"Česká televize (ČT) - Praha, Czech Republic",2022,2,4,0,0,0,1,0,0,Tschechisches Fernsehen kämpft mit Cyber-Attacken wegen Olympiaübertragen,deutsch.radio.cz
Cyberattack on a university of applied sciences in Finland,Cyber incident,0,"Savonia-ammattikorkeakoulu (Savonia AMK) - Kuopio, Finland",2022,2,4,0,0,0,1,0,0,Savoniaan on kohdistunut tietoturvahyökkäys,savonia.fi
Ransomware at a Japanese sporting goods supplier,Ransomware,6,"美津濃株式会社 (Mizuno Corporation) - Osaka, Japan",2022,2,4,0,1,0,0,0,0,Sports brand Mizuno hit with ransomware attack delaying orders,bleepingcomputer.com
Cyber attack on a private university in Detroit,Hacking,3,"University of Detroit Mercy - Detroit, Michigan, USA",2022,2,4,0,0,0,0,1,0,Ransomware group hacks UofD mercy threatens to release info,audacy.com
Instagram account of a museum in Germany hacked,Hacking,3,"Schauwerk Sindelfingen - Sindelfingen, Baden-Württemberg, Germany (Böblingen district)",2022,2,5,0,0,0,1,0,0,Instagram-Hacks bei Museen,monopol-magazin.de
Cyber attack on an administrative center in France,Hacking,3,"Centre Interdépartemental de Gestion (CIG) de la Grande Couronne - Versailles, Île-de-France, France",2022,2,1,0,0,0,1,0,0,Indisponibilité des services du Centre Interdépartemental de Gestion (CIG) de la Grande Couronne et rappel de sécurité informatique,cdg34.fr
$4.4 million stolen from a crypto platform,Ransomware,6,"Meter.io - Palo Alto, California, USA",2022,2,5,0,0,0,0,1,0,"Community, unfortunately Meter Passport was hacked",twitter.com
Cyberattack on Colombian Agency for the Supervision of Medicines and Foodstuffs,Cyber incident,0,"Instituto Nacional de Vigilancia de Medicamentos y Alimentos (INVIMA) - Bogota, Colombia",2022,2,6,0,0,0,0,0,1,Invima: sitio web fue blanco de ciberataque,infobae.com
Emotet at a Japanese lingerie manufacturer,Unknown,7,"株式会社ワコール (Wacoal Co., Ltd.) - Kyōto, Japan",2022,2,7,0,1,0,0,0,0,弊社グループ社員を装った不審メールについて,wacoal.jp
Cyber attack on a mobile phone provider in Portugal,Hacking,3,"Vodafone Portugal - Lisbon, Portugal",2022,2,7,0,0,0,1,0,0,Vodafone Portugal alvo de ciberataque,vodafone.pt
Instagram account of a museum in Germany hacked,Hacking,3,"Museum Ulm - Ulm, Baden-Württemberg, Germany",2022,2,8,0,0,0,1,0,0,!!! Der Instagram-Account des Museums Ulm wurde leider gehackt !!!,museumulm.de
Ransomware at a philanthropic society in Ireland,Ransomware,6,"Royal Dublin Society (RDS) - Dublin, Ireland",2022,2,1,0,0,0,1,0,0,RDS members warned bank details may have been stolen as society falls victim to ransomware attack,independent.ie
Cyber attack on the Italian tourism agency,Hacking,3,"Agenzia Nazionale del Turismo (ENIT) - Roma, Lazio, Italy",2022,2,8,0,0,0,1,0,0,"ENIT, ATTACCO INFORMATICO: RIPRISTINATI RETE E SERVIZI NESSUN DANNO, IN ATTO RECUPERO INTEGRALE DELL'ARCHIVIO",enit.it
Cyberattack on a power company in Italy,Cyber incident,0,"Gruppo Dolomiti energia - Rovereto, Trentino, Italy",2022,2,1,0,0,0,1,0,0,INDIVIDUATA UNA VIOLAZIONE DEI SISTEMI INFORMATICI,gruppodolomitienergia.it
Cyber attack on an engineering company in Japan,Hacking,3,"株式会社 丸山製作所 (Maruyama Manufacturing Co) - Tokyo, Japan",2022,2,8,0,1,0,0,0,0,弊社を装った不審メールに関するお詫びとお知らせ,maruyama.co.jp
Cyber attack on cosmetics manufacturer in Japan,Hacking,3,"株式会社タイキ (Taiki Corporation) - Osaka, Japan",2022,2,8,0,1,0,0,0,0,当社に対するサイバー攻撃について,tikg.co.jp
Emotet at a hospital operator in Japan,Cyber incident,0,"総合大雄会病院 (Daiyukai General Hospital) - Ichinomiya, Aichi, Japan",2022,2,8,0,1,0,0,0,0,当会パソコンへのウイルス感染に伴う不審メール発生に関するお詫びとお知らせ,daiyukai.or.jp
Cyber attack on a media company in Slovenia,Hacking,3,"Pro PLUS / Pop TV - Ljubljana, Slovenia",2022,2,8,0,0,0,1,0,0,Cyber-attack disrupts Slovenia’s top TV station,therecord.media
Data of a US donation service leaked,Data breach,1,GiveSendGo - USA,2022,2,8,0,0,0,0,1,0,Donation site for Ottawa truckers’ ‘Freedom Convoy’ protest exposed donors’ data,techcrunch.com
Cyber attack on a mobile phone provider in Croatia,Hacking,3,"A1 Hrvatska - Zagreb, Croatia",2022,2,9,0,0,0,1,0,0,Informacija za medije,www-a1-hr.translate.goog
"Emotet at a Japanese supplier of pharmaceuticals, cosmetics and foodstuffs",Unknown,7,"Kracie - Tokyo, Japan",2022,2,9,0,1,0,0,0,0,弊社グループを装った不審メールに関するお詫び,kracie.co.jp
Cyber attack on a media company in Portugal,Hacking,3,"Trust in News - Paço de Arcos, Portugal",2022,2,9,0,0,0,1,0,0,Visão magazine and other titles targetted in yet another cyberattack,portugalresident.com
Cyber attack on a school district in Kansas,Hacking,3,"Hays USD 489 - Hays, Kansas, USA",2022,2,1,0,0,0,0,1,0,Hays USD 489 victim of cyber attack,hayspost.com
Cyber attack on a well-known ceramics manufacturer in France,Hacking,3,"Faïencerie de Gien - Gien, Centre-Val de Loire, France",2022,2,10,0,0,0,1,0,0,La Faïencerie de Gien victime d'une cyberattaque,larep.fr
Ransomware at a hospital in Poland,Ransomware,6,"Samodzielny Publiczny Zespół Opieki Zdrowotnej w Pajęcznie (SPZOZ Pajęczno) - Pajęczno, Województwo łódzkie, Poland",2022,2,10,0,0,0,1,0,0,Cyberprzestępcy włamali się do pajęczańskiego ZOZu,twojepajeczno.pl
Cyber attack on a chain of medical laboratories in Portugal,Hacking,3,"Grupo Germano de Sousa (GGS) - Lisbon, Portugal",2022,2,10,0,0,0,1,0,0,“Milhares de doentes” ainda esperam pelos resultados após o ataque informático aos laboratórios Germano de Sousa,sicnoticias.pt
Chinese attack on US government systems,Cyber incident,0,USA,2022,2,1,0,0,0,0,1,0,Does This Look Infected? A Summary of APT41 Targeting U.S. State Governments,mandiant.com
North Korean attacks on U.S. companies,Cyber incident,0,USA,2022,2,1,0,0,0,0,1,0,Countering threats from North Korea,blog.google
DDoS attacks on Czech Public Television,Ddos,2,"Česká televize (ČT) - Praha, Czech Republic",2022,2,11,0,0,0,1,0,0,Tschechisches Fernsehen kämpft mit Cyber-Attacken wegen Olympiaübertragen,deutsch.radio.cz
Cyber attack on an engineering school in France,Hacking,3,"EPF Ecole d'ingénieurs - Cachan, Île-de-France, France",2022,2,11,0,0,0,1,0,0,"COMMUNIQUÉ DE PRESSE - L’EPF, ÉCOLE D’INGÉNIEURS A SUBI VENDREDI DERNIER UNE ATTAQUE INFORMATIQUE",epf.fr
Cyber attack on a district of Istanbul,Hacking,3,"Şişli Belediyesi - Istanbul, Turkey",2022,2,12,0,1,0,0,0,0,Şişli Belediyesi fidye yazılım saldırısına uğradı!,maramiro.com
Ransomware at a technology company in Canada,Ransomware,6,"Panasonic Canada Inc. - Mississauga, Ontario, Canada",2022,2,1,0,0,0,0,1,0,Panasonic says Canadian operations hit by ‘targeted’ cyberattack,techcrunch.com
Finnish hotels affected by a data breach,Data breach,1,Finland,2022,2,14,0,0,0,1,0,0,MTV paljastaa: Lähes 16 000 asiakkaan henkilötiedot vuotaneet Kämpissä ja F6-hotellissa – 'Hyökkäys koskenut myös useita muita hotelleja Suomessa',mtvuutiset.fi
Cyber attack on an airline in Mauritius,Hacking,3,"Air Mauritius - Port Louis, Mauritius",2022,2,14,1,0,0,0,0,0,AIR MAURITIUS VICTIME D’UNE CYBERATTAQUE,zinfos-moris.com
Cyber attack on the air ambulance in Poland,Hacking,3,"Lotnicze Pogotowie Ratunkowe - Warsaw, Poland",2022,2,14,0,0,0,1,0,0,Atak na Lotnicze Pogotwie Ratunkowe. Padły praktycznie wszystkie systemy,niebezpiecznik.pl
Hackers attack 21 major liquefied natural gas suppliers,Hacking,3,USA,2022,2,1,0,0,0,0,1,0,Hackers Targeted U.S. LNG Producers in Run-Up to Ukraine War,bloomberg.com
Ransomware at a community college in the state of Washington,Ransomware,6,"Centralia College - Centralia, Washington, USA (Lewis County)",2022,2,1,0,0,0,0,1,0,Centralia College Hit With Ransomware Attack,chronline.com
More data of a US donation service leaked,Data breach,1,GiveSendGo - USA,2022,2,14,0,0,0,0,1,0,Hackers leak names of ‘Freedom Convoy’ donors after GiveSendGo breach,techcrunch.com
Cyber attack on a mechanical engineering company in Germany,Hacking,3,"Kracht - Werdohl, North Rhine-Westphalia, Germany (Märkischer Kreis)",2022,2,1,0,0,0,1,0,0,Industrielles Hacken bedroht die Industrie,handelsblatt.com
Attack on the Youtube channel of the Indian government television,Cyber incident,0,"Sansad TV - New Delhi, India",2022,2,15,0,1,0,0,0,0,"Sansad TV's YouTube Account 'Terminated', Channel Says 'Compromised by Scamsters'",thewire.in
Attack on the website of a private bank in Ukraine,Cyber incident,0,"ПриватБанк (PrivatBank) - Kyiv, Ukraine",2022,2,15,0,0,0,1,0,0,"Кибератака на ПриватБанк, Ощадбанк, сайты Минобороны и ВСУ — что происходит",racurs.ua
DDoS attack on the website of a state-owned bank in Ukraine,Ddos,2,"Ощадбанк (Sberbank) - Kyiv, Ukraine",2022,2,15,0,0,0,1,0,0,"Ощадбанк інформує, що зазнав DDoS атаки",oschadbank.ua
DDoS attacks on the website of the Ukrainian Ministry of Defense,Ddos,2,"Міністерство оборони України - Kyiv, Ukraine",2022,2,15,0,0,0,1,0,0,"Сайт МОУ зазнав, ймовірно, DDoS-атаки",twitter.com
Ransomware at a Brazilian housing company,Ransomware,6,"Gafisa - São Paulo, Brazil",2022,2,16,0,0,0,0,0,1,COMUNICADO AO MERCADO,api.mziq.com
Attack on the IT systems of a law firm in Germany,Malware,4,"Schultze & Braun - Achern, Baden-Württemberg, Germany",2022,2,16,0,0,0,1,0,0,Schultze & Braun derzeit nur eingeschränkt erreichbar,schultze-braun.de
DDoS attacks on Hiroshima Prefecture websites,Ddos,2,"Hiroshima, Japan",2022,2,16,0,1,0,0,0,0,広島県と23市町のクラウドにサイバー攻撃　ホームページ開きにくく,news.yahoo.co.jp
Ransomware at a Community College in Arkansas,Ransomware,6,"Phillips Community College of the University of Arkansas (PCCUA) - Helena–West Helena, Arkansas, USA",2022,2,1,0,0,0,0,1,0,Dear PCCUA Community,facebook.com
Unauthorized access to patient data at pathology practices in Australia,Hacking,3,"Australian Clinical Labs Limited (ACL) / Medlab Pathology - Clayton, Victoria, Australia",2022,2,1,0,0,1,0,0,0,Medlab Cyber Incident,medlab.com.au
Cyber attack in a university in Switzerland,Hacking,3,"Université de Neuchâtel - Neuchâtel, Canton de Neuchâtel, Switzerland",2022,2,17,0,0,0,1,0,0,Université de Neuchâtel: cyberattaque à quatre jours de la rentrée,arcinfo.ch
Emotet at a supplier of household appliances in Japan,Unknown,7,"東芝ライフスタイル株式会社 (Toshiba Lifestyle Products & Services) - Kawasaki, Kanagawa, Japan",2022,2,1,0,1,0,0,0,0,弊社グループを装った不審メールに関するお詫びとお知らせ,toshiba-lifestyle.com
Cyberattack on the Portuguese Ministry of Foreign Affairs,Cyber incident,0,"Ministério dos Negócios Estrangeiros (MNE) - Lisbon, Portugal",2022,2,18,0,0,0,1,0,0,Exclusivo SÁBADO: Ministério dos Negócios Estrangeiros alvo de ataque informático,sabado.pt
"Cyberattack on emergency medical service in Houston, Texas",Cyber incident,0,"Memorial Village Emergency Room - Houston, Texas, USA",2022,2,18,0,0,0,0,1,0,SECURITY NOTIFICATION,memorialvillageer.com
Cyber attack on a research center in Brazil,Hacking,3,"Centro Nacional de Pesquisa em Energia e Materiais (CNPEM) - Campinas, Brazil",2022,2,19,0,0,0,0,0,1,Centro de Pesquisa investiga ataque cibernético que sofreu no último sábado,mixvale.com.br
Cyber attacks on online stores in Brazil,Hacking,3,"Submarino, Americanas.com - Rio de Janeiro, Brazil",2022,2,19,0,0,0,0,0,1,"Sites de Submarino e Americanas saem do ar após tentativa de invasão 

Leia mais em: https://veja.abril.com.br/economia/ataque-virtual-duas-das-maiores-empresas-de-e-commerce-do-pais-saem-do-ar/",veja.abril.com.br
Ransomware at a hospital in California,Ransomware,6,"Livingston Memorial - Ventura, California, USA (Ventura County)",2022,2,19,0,0,0,0,1,0,Notice of Data Breach,dojmt.gov
Cyber attack on a cruise operator,Hacking,3,"Scenic Group - Newcastle, New South Wales, Australia",2022,2,20,0,0,1,0,0,0,Security breach shuts down Scenic Group's online reservations,travelweekly.com
Cyberattack on a labor court in Brazil,Cyber incident,0,"Tribunal Regional do Trabalho do Espírito Santo (TRT-ES) - Vitória, Espírito Santo, Brazil",2022,2,20,0,0,0,0,0,1,Informativo - 23/02/2022,trtes.jus.br
Cyberattack on a Swedish surveillance camera provider,Cyber incident,0,"Axis Communications AB - Lund, Skåne län, Sweden",2022,2,20,0,0,0,1,0,0,We are experiencing an IT-related attack.,status.axis.com
Cyber attack on a US logistic company,Hacking,3,"Expeditors International of Washington, Inc. - Seattle, Washington, USA (King County)",2022,2,20,0,0,0,0,1,0,Expeditors targeted in cyber-attack,investor.expeditors.com
Phishing attack on users of an NFT marketplace,Phishing,5,"OpenSea / Ozone Networks Inc. - New York City, New York, USA",2022,2,20,0,0,0,0,1,0,Sharing a technical run-down of the phishing attacks targeting OpenSea users,twitter.com
Cyber attack on a packaging manufacturer in Canada,Hacking,3,"Winpak - Winnipeg, Manitoba, Canada",2022,2,21,0,0,0,0,1,0,Manufacturing firm Winpak brought to its knees by hackers,winnipegfreepress.com
Ransomware at an architecture firm in France,Ransomware,6,"Dix7 architecture - Pont-à-Mousson, Grand Est, France",2022,2,21,0,0,0,1,0,0,L'agence a été victime d'une attaque ransomware,facebook.com
Mozambique government websites hacked,Hacking,3,Mozambique,2022,2,21,1,0,0,0,0,0,Mozambique government says website hacked,macaubusiness.com
Cyber attack on the research institute of a hospital in Barcelona,Hacking,3,"Hospital Vall d'Hebron - Barcelona, Catalonia, Spain",2022,2,1,0,0,0,1,0,0,Investigan un ciberataque en Vall d'Hebron,cronicaglobal.elespanol.com
Cyber attack on a container terminal in India?,Hacking,3,"Jawaharlal Nehru Container Terminal (JNPCT) - Mumbai, India",2022,2,1,0,1,0,0,0,0,Suspected cyber attack cripples box terminal run by Jawaharlal Nehru Port Authority,thehindubusinessline.com
Cyber attack on an educational institution in Dubai,Hacking,3,"GEMS Education - Dubai, United Arab Emirates",2022,2,1,0,1,0,0,0,0,UAE's largest school group Gems reports cyber-attack; investigation launched,khaleejtimes.com
Ransomware at a mass transit company in Naples,Ransomware,6,"Ente Autonomo Volturno (EAV) - Naples, Campania, Italy",2022,2,23,0,0,0,1,0,0,Eav - Attacco ransomware ai sistemi informatici aziendali.,eavsrl.it
DDoS attacks on websites of state institutions of Ukraine,Ddos,2,"Kyiv, Ukraine",2022,2,23,0,0,0,1,0,0,Ukraine says another sweeping cyberattack underway as state websites and banks hit,reuters.com
Destructive malware 'HermeticWiper' in Ukraine,Malware,4,Ukraine,2022,2,23,0,0,0,1,0,0,HermeticWiper: New data‑wiping malware hits Ukraine,welivesecurity.com
Ransomware at a wallpaper manufacturer in the UK,Ransomware,6,"Graham & Brown Ltd - Blackburn, England, United Kingdom",2022,2,23,0,0,0,1,0,0,Graham and Brown targeted in 'brutal' cyber attack,lancashiretelegraph.co.uk
Cyber attack on a chip manufacturer,Hacking,3,"Nvidia Corporation - Santa Clara, California, USA",2022,2,1,0,0,0,0,1,0,Chipmaker Nvidia investigating potential cyberattack - report,reuters.com
Cyber attack on a university of applied sciences in Germany,Hacking,3,"Hochschule Anhalt - Köthen, Saxony-Anhalt, Germany (Anhalt-Bitterfeld district)",2022,2,24,0,0,0,1,0,0,Hackerattacke auf Hochschule Anhalt - Alle Verbindungen nach außen kurzfristig getrennt,mz.de
Many wind turbines affected by a cyber attack,Hacking,3,Germany,2022,2,24,0,0,0,1,0,0,Viasat says KA-SAT outage caused by a “cyber event”,thestack.technology
Cyber attack on an online learning environment of French high schools,Hacking,3,"Espace numérique de travail (ENT) - Paris, France",2022,2,24,0,0,0,1,0,0,L'espace numérique de travail des lycées d'Île-de-France victime d'une attaque informatique,francebleu.fr
Ransomware at a French media company,Ransomware,6,"Groupe Amaury - Boulogne-Billancourt, Île-de-France, France",2022,2,1,0,0,0,1,0,0,Le journal « L’Équipe » victime d’un piratage informatique,lepoint.fr
Cyberattack on an Internet provider in Ukraine,Cyber incident,0,"Тріолан (Triolan) - Kyiv, Ukraine",2022,2,24,0,0,0,1,0,0,Major Ukrainian Internet Provider Triolan Suffers Severe Cyber Attacks and Infrastructure Destruction During Russian Invasion,cpomagazine.com
Massive attacks on Wordpress sites of Ukrainian universities,Cyber incident,0,Ukraine,2022,2,24,0,0,0,1,0,0,Ukraine Universities Hacked As Russian Invasion Started,wordfence.com
Second family of malware 'IsaacWiper' found on Ukrainian government PCs,Malware,4,Ukraine,2022,2,24,0,0,0,1,0,0,IsaacWiper and HermeticWizard: New wiper and worm targeting Ukraine,welivesecurity.com
Cyber attack on a construction company in the UK,Hacking,3,"Caledonian Modular - Newark, England, United Kingdom",2022,2,24,0,0,0,1,0,0,Caledonian hit by crippling cyber attack just days before it sank into administration,building.co.uk
Cyberattack on a healthcare provider in the U.S.,Cyber incident,0,"Arcare - Augusta, Arkansas, USA",2022,2,24,0,0,0,0,1,0,NOTICE OF DATA PRIVACY INCIDENT,arcare.net
Cyberattack on a satellite network,Cyber incident,0,"Viasat / KA-SAT - Carlsbad, California, USA",2022,2,24,0,0,0,0,1,0,Viasat says KA-SAT outage caused by a “cyber event”,thestack.technology
Unauthorized access to personal data at a US health district,Hacking,3,"Spokane Regional Health District (SRHD) - Spokane, Washington, USA (Spokane County)",2022,2,24,0,0,0,0,1,0,Notice of Release of Personal Information Due to Unauthorized Breach,srhd.org
Cyber attack on an aluminum manufacturing company in Canada,Hacking,3,"Aluminerie Alouette - Sept-Îles, Québec, Canada",2022,2,25,0,0,0,0,1,0,Panne informatique majeure,alouette.com
Ransomware at a kindergarten association in Switzerland,Ransomware,6,"Association pour l'entraide familiale et l'accueil de jour des enfants du Gros-de-Vaud et environs (EFAJE) - Echallens, Canton of Vaud, Switzerland",2022,2,25,0,0,0,1,0,0,Un réseau d’accueil de jour a été victime d’une cyberattaque,24heures.ch
Bot attacks on website of a media company in Germany,Cyber incident,0,"Funke Mediengruppe - Essen, North Rhine-Westphalia, Germany",2022,2,25,0,0,0,1,0,0,Funke Mediengruppe registriert Cyberangriffe Webseiten,zeit.de
DDoS attacks against a Russian state television station,Ddos,2,"RT - Moscow, Russia",2022,2,25,0,0,0,1,0,0,"Ukraine ruft Hacker zum Widerstand auf, Anonymous erklärt Russland den Cyberkrieg",derstandard.de
Cyber attack on a major insurance company in the United Kingdom and in Ireland,Hacking,3,"Aon plc - London, United Kingdom",2022,2,25,0,0,0,1,0,0,Aon Discloses ‘Cyber Incident’ Amid Mounting Hack Concerns,bloomberg.com
Cyberattack on applications of an ethics commission in New York state,Cyber incident,0,"Joint Commission on Public Ethics (JCOPE) - Albany, New York, USA",2022,2,1,0,0,0,0,1,0,Commission Applications Targeted in Malicious Cyberattack,jcope.ny.gov
DDoS attack on the website of the Kremlin,Ddos,2,"Kremlin - Moscow, Russia",2022,2,26,0,0,0,1,0,0,Official Kremlin website down amid war in Ukraine,reuters.com
Ransomware at a U.S. healthcare-focused debt collection company,Ransomware,6,"Professional Finance Company, Inc. - Greeley, Colorado, USA (Weld County)",2022,2,26,0,0,0,0,1,0,Notice of Cybersecurity Incident,static.mywebsites360.com
Cyberattack on the railroad in Belarus (unconfirmed),Cyber incident,0,Belarus,2022,2,27,0,0,0,1,0,0,Belarus Hackers Allegedly Disrupted Trains to Thwart Russia,bloomberg.com
Cyber attack on an automotive supplier in Japan,Hacking,3,Kojima Industries - Japan,2022,2,27,0,1,0,0,0,0,Toyota halts operations at all Japan plants due to cyberattack,asia.nikkei.com
Hackers manipulate data of Putin's luxury yacht in the AIS information system,Hacking,3,Russia,2022,2,27,0,0,0,1,0,0,Putin reportedly has a $97 million luxury yacht called 'Graceful' ...,twitter.com
Internal data leaked from a gang of Russian ransomware criminals,Ransomware,6,Conti - Russia,2022,2,27,0,0,0,1,0,0,conti leaks,twitter.com
Cyber attack on a law firm in Kentucky,Hacking,3,"Becker Law Office - Louisville, Kentucky, USA (Jefferson County)",2022,2,27,0,0,0,0,1,0,"Cyber thieves ransom Louisville law firm, vowing to publish stolen files if not paid",eu.courier-journal.com
Cyber attack on a tire manufacturer in America,Hacking,3,"Bridgestone Americas - Nashville, Tennessee, USA (Davidson County)",2022,2,27,0,0,0,0,1,0,Bridgestone Americas ‘disconnects’ manufacturing facilities following ‘security incident’,portswigger.net
Cyber attack on an aerospace manufacturer in Canada,Hacking,3,"IMP Group - Halifax, Nova Scotia, Canada",2022,2,1,0,0,0,0,1,0,Halifax company that wants to assemble fighter jets comes under cyber-attack,saltwire.com
Cyber attack on a real estate management company in Switzerland,Hacking,3,"WimmoG AG - Schwerzenbach, Canton of Zürich, Switzerland",2022,2,1,0,0,0,1,0,0,Ransomware-Bande nennt gleich zwei neue Schweizer Opfer,inside-it.ch
Cyberattack on a manufacturer of kettle controls on the Isle of Man,Cyber incident,0,"Strix Group Plc - Ronaldsway, Isle of Man",2022,2,1,0,0,0,1,0,0,Cyber Incident,ir.q4europe.com
Attacks on websites of the Moscow Stock Exchange and a Russian bank,Cyber incident,0,"Moscow, Russia",2022,2,28,0,0,0,1,0,0,"Moscow Exchange, Sberbank Websites Knocked Offline—Was Ukraine’s Cyber Army Responsible?",forbes.com
Charging stations for electric vehicles in Russia hacked,Hacking,3,Россети (Rosseti) - Russia,2022,2,28,0,0,0,1,0,0,"Russian Electric Vehicle Chargers Hacked, Tell Users ‘PUTIN IS A DICKHEAD’",vice.com
DDoS attacks on Russian media websites,Ddos,2,Russia,2022,2,28,0,0,0,1,0,0,Неизвестные взломали сайт «Таких дел» и еще нескольких российских изданий,takiedela.ru
Russian media websites hacked,Hacking,3,Russia,2022,2,28,0,0,0,1,0,0,"12:21: Сайты российских СМИ, в том числе «Коммерсанта», «Известий», ТАСС, «Forbes» и «Таких дел», подверглись хакерской атаке",novayagazeta.ru
"Data about 120,000 Russian soldiers fighting in Ukraine leaked",Data breach,1,Russian military - Russia,2022,3,1,0,0,0,1,0,0,"Details of '120,000 Russian soldiers' leaked by Ukrainian media",theregister.com
Scraping of credit card data in the online store of a food supplier in the U.S.,Unknown,7,"Bob's Red Mill - Milwaukie, Oregon, USA",2022,3,1,0,0,0,0,1,0,Notice of data breach,ago.vermont.gov
Cyber attack on a logistics company in Germany,Hacking,3,"TST Gmbh - Worms, Rhineland-Palatinate, Germany",2022,3,1,0,0,0,1,0,0,CYBERANGRIFF AUF LOGISTIKUNTERNEHMEN TST GMBH IN WORMS,alzeyer-zeitung.de
Cyber attack on a textile machine manufacturer in Germany,Hacking,3,"Trützschler - Mönchengladbach, North Rhine-Westphalia, Germany",2022,3,1,0,0,0,1,0,0,Schwere Hacker-Angriffe in Mönchengladbach,rp-online.de
Destructive Russian malware has hit 22 organizations in Ukraine,Malware,4,Ukraine,2022,3,2,0,0,0,1,0,0,An overview of Russia’s cyberattack activity in Ukraine,query.prod.cms.rt.microsoft.com
Cyber attack on a digital newspaper provider,Hacking,3,"PressReader - Richmond, British Columbia, Canada",2022,3,3,0,0,0,0,1,0,Update,about.pressreader.com
Hacker attack on DIY chain in Germany,Cyber incident,0,"BAUKING GmbH - Dortmund, North Rhine-Westphalia, Germany",2022,3,3,0,0,0,1,0,0,Cyberangriff auf Baumarktkette: Daten tauchen im Darknet auf,wp.de
Cyber attack on a computer games company,Hacking,3,"Ubisoft - Saint-Mandé, Île-de-France, France",2022,3,1,0,0,0,1,0,0,Ubisoft Cyber Security Incident Update,news.ubisoft.com
Portal of an Italian insurance company hacked,Hacking,3,"Assimoco - Milano, Italy",2022,3,1,0,0,0,1,0,0,Hackerangriff auf Raika-Portal,rainews.it
Ransomware at a social work institution in the Netherlands,Ransomware,6,"Voorne-Putten Werkt BV - Spijkenisse, Zuid-Holland, Netherlands",2022,3,3,0,0,0,1,0,0,Cyberaanval op Voorne-Putten Werkt BV,vpwerkt.nl
Cyber attack on a US tool manufacturer,Hacking,3,"Snap-on Tools - Kenosha, Wisconsin, USA (Kenosha County)",2022,3,3,0,0,0,0,1,0,Snap-on discloses data breach claimed by Conti ransomware gang,bleepingcomputer.com
Ransomware at a manufacturer of electronic devices in Germany,Ransomware,6,"elobau GmbH & Co. KG - Leutkirch, Baden-Württemberg, Germany",2022,3,4,0,0,0,1,0,0,Restart,elobau.com
Cyber attack on an association of municipalities in France,Hacking,3,"Communauté de Communes Rives de Moselle - Maizières-lès-Metz, France",2022,3,4,0,0,0,1,0,0,Attaque informatique massive visant Rives de Moselle,rivesdemoselle.fr
Attack on a bank in Italy,Cyber incident,0,"Cassa di Sovvenzioni e Risparmio fra il personale della Banca d'Italia (CSR) - Roma, Lazio, Italy",2022,3,4,0,0,0,1,0,0,"Attacco hacker alla Banca d'Italia, nel mirino conti e risparmi",rainews.it
