title,attack_type,attack_type_code,description,year,month,day,Africa,Asia,Australia,Europe,North America,South America,reference_title,reference_url
DDoS attack on the website of a city government in Germany,Ddos,2,"Stadt Fürth - Fürth, Bavaria, Germany",2024,3,10,0,0,0,1,0,0,DDoS-Attacke auf fuerth.de,fuerth.de
DDoS attack on the website of a county administration in Germany,Ddos,2,"Landkreis Fürth - Zirndorf, Bavaria, Germany (Landkreis Fürth)",2024,3,10,0,0,0,1,0,0,Aufgrund einer Cyber-Attacke ist unsere Website leider immer noch nicht oder nur eingeschränkt zu erreichen.,facebook.com
DDoS attacks on French government websites,Ddos,2,"Paris, Île-de-France, France",2024,3,10,0,0,0,1,0,0,French government hit with cyberattacks of ‘unprecedented’ intensity,politico.eu
"Cyber incident at a boat dealer in Florida, USA",Cyber incident,0,"MarineMax - Clearwater, Florida, USA (Pinellas County)",2024,3,10,0,0,0,0,1,0,Form 8-K,sec.gov
Cyber attack on an insurance company in Austria,Hacking,3,"Kärntner Landesversicherung (KLV) - Klagenfurt am Wörthersee, Carinthia, Austria",2024,3,9,0,0,0,1,0,0,Kärntner Landesversicherung wurde Opfer von Cyberangriff,derstandard.de
Cyber attack on a telecommunications provider in Belgium,Hacking,3,"Edpnet - Sint-Niklaas, Flemish Region, Belgium",2024,3,9,0,0,0,1,0,0,Belgian telecom operator Edpnet reports cyber attack on systems,techzine.eu
DDoS attack on websites of public institutions in Estonia,Ddos,2,Estonia,2024,3,9,0,0,0,1,0,0,Estonia's state institutions hit by largest cyberattack to date,news.postimees.ee
Attack on the website of a administration in Mexico,Cyber incident,0,"Los Mochis, Sinaloa, Mexico",2024,3,1,0,0,0,0,1,0,Portal de Alcaldía de Ahome está seguro tras ataque cibernético,ahome.gob.mx
Cyber attack on a coffee roastery in Belgium,Hacking,3,"Beyers Koffie - Puurs-Sint-Amands, Flemish Region, Belgium",2024,3,7,0,0,0,1,0,0,Na Duvel Moortgat is ook Koffie Beyers in Breendonk slachtoffer van cyberaanval,vrt.be
Cyber attack on a energy supply company in North Macedonia,Hacking,3,"МЕПСО / MEPSO - Skopje, North Macedonia",2024,3,1,0,0,0,1,0,0,"Cyberattack targets MEPSO, but the power grid and supply of electricity are unaffected",english.republika.mk
Cyber attack on a city government in the United Kingdom,Hacking,3,"Leicester City Council - Leicester, England, United Kingdom",2024,3,7,0,0,0,1,0,0,City council IT system shut down as precaution due to cyber incident,news.leicester.gov.uk
Cyber attack on a glass company in Belgium,Hacking,3,"Sprimoglass - Sprimont, Wallonia, Belgium",2024,3,1,0,0,0,1,0,0,"L’entreprise Sprimoglass, de Sprimont, victime d’une cyberattaque",sudinfo.be
"Brewery in Missouri, USA affected by cyber attack",Hacking,3,"Boulevard Brewing - Kansas City, Missouri, USA (Jackson County, Clay, Cass, Platte County)",2024,3,6,0,0,0,0,1,0,"Brouwerijen Duvel, La Chouffe en De Koninck liggen stil door hacking",tijd.be
Cyber attack on a brewery in Belgium,Hacking,3,"Duvel Moortgat - Puurs-Sint-Amands, Flemish Region, Belgium",2024,3,6,0,0,0,1,0,0,Brauerei Duvel Moortgat ist Opfer eines Cyberangriffs,brf.be
Unauthorized access at the French employment agency,Hacking,3,"France Travail - Paris, Île-de-France, France",2024,3,5,0,0,0,1,0,0,"Cyberattaque, soyez vigilants !",francetravail.fr
Unauthorized access at a job placement service in France,Hacking,3,"Cap emploi 57 - Saint-Julien-lès-Metz, Grand Est, France",2024,3,5,0,0,0,1,0,0,France Travail et Cap emploi victimes d’une cyberattaque,capemploi-57.com
Cyber incident at a utility in Austria,Cyber incident,0,"Stadtwerke Bruck - Bruck an der Mur, Styria, Austria",2024,3,4,0,0,0,1,0,0,Am 4. März 2024 wurde in den IT-Systemen der Stadtwerke-Verwaltung ein Sicherheitsvorfall festgestellt,stadtwerke-bruck.at
Cyber attack on a city government in Canada,Hacking,3,"Town of Ponoka - Ponoka, Alberta, Canada",2024,3,1,0,0,0,0,1,0,Town of Ponoka is Working with RCMP and Cybersecurity Experts to Address Digital Network Crime,ponoka.ca
Retail chain in Canada affected by cyber attack,Hacking,3,"Giant Tiger - Ottawa, Ontario, Canada",2024,3,4,0,0,0,0,1,0,Giant Tiger warns of cybersecurity breach involving customer information,atlantic.ctvnews.ca
"Cyber attack on a school district in Minnesota, USA",Hacking,3,"South St. Paul Public Schools - South St. Paul, Minnesota, USA (Dakota County)",2024,3,4,0,0,0,0,1,0,Update on Ongoing Technology Disruptions,sspps.org
Cyber incident at the Canadian anti-money laundering agency,Cyber incident,0,"Financial Transactions and Reports Analysis Centre of Canada (FINTRAC) - Ottawa, Ontario, Canada",2024,3,3,0,0,0,0,1,0,FINTRAC Statement,fintrac-canafe.canada.ca
Cyber attack on an IT company in Germany,Hacking,3,"H&G Hansen & Gieraths - Bonn, North Rhine-Westphalia, Germany",2024,3,1,0,0,0,1,0,0,Cyberangriff auf unser Unternehmen,hug.de
Cyber incident at a computer retailer in France,Cyber incident,0,"Groupe LDLC - Limonest, Auvergne-Rhône-Alpes, France",2024,1,1,0,0,0,1,0,0,INFORMATION RELATIVE À UN INCIDENT DE CYBERSÉCURITÉ,groupe-ldlc.com
Cyber attack on a toy retail chain in Switzerland,Hacking,3,"Franz Carl Weber - Zurich, Canton of Zürich, Switzerland",2024,2,1,0,0,0,1,0,0,Cyberkriminelle stehlen schützenswerte Daten von Franz Carl Weber,inside-it.ch
Cyber attack on a plant engineering company in Germany,Hacking,3,"Kreisel - Krauschwitz, Saxony, Germany",2024,2,1,0,0,0,1,0,0,Cyberangriff auf weltweit agierenden Anlagenbauer Kreisel in Krauschwitz,saechsische.de
Unauthorized access at a university hospital in Germany,Hacking,3,"Universitätsklinikum Brandenburg - Brandenburg an der Havel, Brandenburg, Germany",2024,2,29,0,0,0,1,0,0,SPAM Versand durch Hackerangriff - Das gilt es zu beachten,uk-brandenburg.de
Cyber attack on a hospital in Sweden,Hacking,3,"Sophiahemmet - Stockholm, Stockholms län, Sweden",2024,2,1,0,0,0,1,0,0,Regional särskild sjukvårdsledning med anledning av cyberattack mot Sophiahemmet,regionstockholm.se
Unauthorized access to loyalty card data at a service provider in Estonia,Hacking,3,Allium UPI - Estonia,2024,1,1,0,0,0,1,0,0,"Cybercriminals steal data of around 700,000 Apotheka pharmacy customers",news.err.ee
Pharmacy chain in Estonia affected by cyber attack on service provider,Hacking,3,Apotheka - Estonia,2024,1,1,0,0,0,1,0,0,"Cybercriminals steal data of around 700,000 Apotheka pharmacy customers",news.err.ee
Cyber incident at a city government in Germany,Cyber incident,0,"Stadt Bad Schwalbach - Bad Schwalbach, Hessen, Germany (Rheingau-Taunus-Kreis)",2024,2,1,0,0,0,1,0,0,Die Stadt Bad Schwalbach informiert – IT-Sicherheitsvorfall,bad-schwalbach.de
Cyber attack on the parliament of Ukraine,Hacking,3,"Верховна Рада України - Kyiv, Ukraine",2024,2,1,0,0,0,1,0,0,Parliament's website reportedly hit by cyberattack,kyivindependent.com
"Attempted cyber attack on a school district in Massachusetts, USA",Hacking,3,"Lowell Public Schools - Lowell, Massachusetts, USA (Middlesex County)",2024,2,28,0,0,0,0,1,0,"Cyberattack, migrants top Lowell School Committee agenda",lowellsun.com
Unauthorized access to a mail account of a municipality in Switzerland,Hacking,3,"Buchs, Canton of Aargau, Switzerland",2024,2,27,0,0,0,1,0,0,Mail-Adresse des Buchser Gemeindepräsidenten gehackt – hunderte E-Mails verschickt,argoviatoday.ch
Malware at a district office in Germany,Malware,4,"Landratsamt Neuburg-Schrobenhausen - Neuburg an der Donau, Bavaria, Germany (Landkreis Neuburg-Schrobenhausen)",2024,2,27,0,0,0,1,0,0,Trojaner legt Landratsamt Neuburg-Schrobenhausen lahm,donaukurier.de
Cyber attack on a humanitarian organization in Germany,Hacking,3,"Deutsches Rotes Kreuz, Kreisverband Mannheim - Mannheim, Baden-Württemberg, Germany",2024,2,27,0,0,0,1,0,0,DRK-Kreisverband ist Opfer eines Cyberangriffs,drk-mannheim.de
Cyber attack on a university of applied sciences in Germany,Hacking,3,"Hochschule Kempten - Kempten (Allgäu), Bavaria, Germany",2024,2,27,0,0,0,1,0,0,Hacker-Angriff auf die Hochschule Kempten,hs-kempten.de
Attack on the website of a fast food chain in India,Cyber incident,0,Burger Singh - India,2024,2,27,0,1,0,0,0,0,Burger Singh's website compromised in cyber attack by Pakistani hackers,businesstoday.in
Russian phishing attacks on political parties in Germany,Phishing,5,Germany,2024,2,1,0,0,0,1,0,0,APT29 Uses WINELOADER to Target German Political Parties,mandiant.com
Ransomware at a mechanical engineering company in the Netherlands,Ransomware,6,"EAS Europe - Renswoude, Utrecht, Netherlands",2024,2,26,0,0,0,1,0,0,Ransomware attack,easchangesystems.com
Cyber attack on a city government in Canada,Hacking,3,"City of Hamilton - Hamilton, Ontario, Canada",2024,2,25,0,0,0,0,1,0,City of Hamilton Addressing Cybersecurity Incident,hamilton.ca
DDoS attack on the website of a airport in Denmark,Ddos,2,"Copenhagen Airport - Copenhagen, Denmark",2024,2,25,0,0,0,1,0,0,Et hacker-angreb har ramt cph.dk.,twitter.com
DDoS attack on the website of a municipality in Denmark,Ddos,2,"Thisted Kommune - Thisted, Region Nordjylland, Denmark",2024,2,25,0,0,0,1,0,0,Vi oplever i øjeblikket et massivt hackerangreb på vores hjemmeside og forventer at have udfordringer disse dage.,facebook.com
"Cyber incident at a school district in Wisconsin, USA",Cyber incident,0,"Middleton-Cross Plains Area School District - Middleton, Wisconsin, USA (Dane County)",2024,2,25,0,0,0,0,1,0,Middleton-Cross Plains school district releases update on network outage,wmtv15news.com
Cyber attack on a mechanical engineering company in Germany,Hacking,3,"Kampf GmbH - Wiehl, North Rhine-Westphalia, Germany (Oberbergischer Kreis)",2024,2,24,0,0,0,1,0,0,Cyber Attack on Kampf GmbH,kampf.de
Cyber attack on a police agency in Canada,Hacking,3,"Royal Canadian Mounted Police - Ottawa, Ontario, Canada",2024,2,1,0,0,0,0,1,0,Canadian federal police says they were targeted by cyberattack,reuters.com
Cyber attack on an industrial group in Germany,Hacking,3,"Thyssenkrupp - Essen, North Rhine-Westphalia, Germany",2024,2,23,0,0,0,1,0,0,Hacker-Angriff auf Thyssenkrupp – Werk mit 1000 Mitarbeitern im Saarland betroffen,saarbruecker-zeitung.de
Cyber attack on a consumer protection organization in Germany,Hacking,3,"Verbraucherzentrale Hessen e.V. - Frankfurt/Main, Hesse, Germany",2024,2,22,0,0,0,1,0,0,Hacker-Angriff auf Verbraucherzentrale Hessen,verbraucherzentrale-hessen.de
"Cyber attack on a city government in California, USA",Hacking,3,"City of Oakley - Oakley, California, USA (Contra Costa County)",2024,2,22,0,0,0,0,1,0,City of Oakley Hit With Ransomware Attack,contracosta.news
"Cyber attack on a city government in California, USA",Hacking,3,"City of Pleasant Hill - Pleasant Hill, California, USA (Contra Costa County)",2024,2,22,0,0,0,0,1,0,City Of Pleasant Hill Says it Was Target In Cyber Attack,contracosta.news
"Attempted cyber attack on a casino in Arizona, USA",Hacking,3,"Casino Del Sol - Tucson, Arizona, USA (Pima County)",2024,2,21,0,0,0,0,1,0,Tucson-area casino victim of attempted cyberattack,kold.com
Unauthorized access at a pharmaceutical wholesaler in the USA,Hacking,3,"Cencora - Conshohocken, Pennsylvania, USA (Montgomery County)",2024,2,21,0,0,0,0,1,0,Form 8-K,sec.gov
Cyber incident at a service provider for the healthcare sector in the USA,Cyber incident,0,"Change Healthcare - Nashville, Tennessee, USA (Davidson County)",2024,2,21,0,0,0,0,1,0,Some applications are experiencing connectivity issues.,status.changehealthcare.com
DDoS attack on websites of the government in Belgium,Ddos,2,"Brussels, Région de Bruxelles-Capitale, Belgium",2024,2,20,0,0,0,1,0,0,Russische hackers leggen aantal overheidswebsites plat: “Op bezoek in België”,hln.be
Cyber incident at a university in Germany,Cyber incident,0,"Berliner Hochschule für Technik (BHT) - Berlin, Germany",2024,2,20,0,0,0,1,0,0,Sicherheitsvorfall auf IT-Infrastruktur,idw-online.de
DDoS attack on the website of a regional administration in Guadeloupe,Ddos,2,"Guadeloupe, Frankreich",2024,2,20,0,0,0,1,0,0,Le site de la Région Guadeloupe victime d'une cyberattaque menée par des hackers pro-russes,la1ere.francetvinfo.fr
Cyber attack on a university in the United Kingdom,Hacking,3,"University of Wolverhampton - Wolverhampton, England, United Kingdom",2024,2,20,0,0,0,1,0,0,Cyber incident disrupts another UK university,computing.co.uk
Cyber attack on an aircraft engine manufacturer in the USA,Hacking,3,"Continental Aerospace - Mobile, Alabama, USA (Mobile County)",2024,2,1,0,0,0,0,1,0,Continental Aerospace under cyberattack,ftnonline.co.uk
"Cyber attack on a university in Oregon, USA",Hacking,3,"Willamette University - Salem, Oregon, USA (Marion County)",2024,2,20,0,0,0,0,1,0,Willamette University recovering from cyberattack that followed its Tech Day,salemreporter.com
Ransomware at a pharmaceutical company in the Netherlands,Ransomware,6,"HAL Allergy - Leiden, Zuid-Holland, Netherlands",2024,2,19,0,0,0,1,0,0,HAL Allergy victim of ransomware attack,hal-allergy.com
Cyber attack on a manufacturer of ball bearings in Sweden,Hacking,3,"SKF Mekan - Katrineholm, Södermanlands län, Sweden",2024,2,19,0,0,0,1,0,0,Cyberattack mot Katrineholmsföretag,kkuriren.se
DDoS attack on a university in the United Kingdom,Ddos,2,"University of Cambridge - Cambridge, England, United Kingdom",2024,2,19,0,0,0,1,0,0,Cambridge faces cyber attack,varsity.co.uk
Cyber attack on a telecommunications provider in Australia,Hacking,3,"Tangerine Telecom - South Melbourne, Victoria, Australia",2024,2,18,0,0,1,0,0,0,Internet provider Tangerine suffers cyberattack,smh.com.au
Cyber attack on a university in Canada,Hacking,3,"Laurentian University - Greater Sudbury, Ontario, Canada",2024,2,18,0,0,0,0,1,0,Laurentian University is currently recovering from a cyber incident,laurentian.ca
Cyber attack on a church in Germany,Hacking,3,"Landeskirche Hannover - Hannover, Lower Saxony, Germany",2024,2,18,0,0,0,1,0,0,Ransomware: Hackerangriff auf zentrale IT-Systeme der Landeskirche Hannovers,landeskirche-hannovers.de
Cyber attack on a logistics company in France,Hacking,3,"Groupe Charles André (GCA) - Montélimar, Auvergne-Rhône-Alpes, France",2024,2,18,0,0,0,1,0,0,Logistique : le Français GCA à nouveau victime d’une cyberattaque,lemagit.fr
"Cyber attack on a paper and packaging manufacturer in North Carolina, USA",Hacking,3,"International Paper - Riegelwood, North Carolina, USA (Brunswick County, Pender County, Columbus County)",2024,2,1,0,0,0,0,1,0,IP Riegelwood Mill shuts down after 'cyberattack',nrcolumbus.com
Unauthorized access to email accounts of an international organization,Phishing,5,"International Monetary Fund (IMF) - Washington, D.C., USA",2024,2,16,0,0,0,0,1,0,IMF Investigates Cyber-Security Incident,imf.org
"Cyber attack on a university in Oklahoma, USA",Hacking,3,"East Central University - Ada, Oklahoma, USA (Pontotoc County)",2024,2,16,0,0,0,0,1,0,Data Incident Timeline of Communication,ecok.edu
Unauthorized access at a pension fund in South Africa,Hacking,3,"Government Employees Pension Fund - Erasmuskloof, South Africa",2024,2,16,1,0,0,0,0,0,GEPF Offices and Call Centre Operational,facebook.com
Cyber attack on a bakery chain in Australia,Hacking,3,"Vili's Family Bakery - Mile End South, South Australia, Australia",2024,2,15,0,0,1,0,0,0,7NEWS can reveal iconic South Australian bakery Vili’s has been targeted in a cyber attack,twitter.com
Cyber attack on a software company in Germany,Hacking,3,"PSI Software SE - Berlin, Germany",2024,2,15,0,0,0,1,0,0,EQS-Adhoc: Cyberangriff auf PSI,boerse-muenchen.de
Ransomware at a logistics company in the Netherlands,Ransomware,6,"AB Texel - Oudeschild, Noord-Holland, Netherlands",2024,2,15,0,0,0,1,0,0,Mededeling,abtexel.com
Cyber attack on a school district in Canada,Hacking,3,"School District No. 67 (Okanagan Skaha) - Penticton, British Columbia, Canada",2024,2,1,0,0,0,0,1,0,Information Release - Network Outage,sd67.bc.ca
Cyber attack on a clinic in Switzerland,Hacking,3,"Hirslanden Clinique La Colline - Geneva, Canton of Geneva, Switzerland",2024,2,1,0,0,0,1,0,0,Clinique privée victime d'une cyberattaque,20min.ch
Attacks on a Russian news portal in exile,Cyber incident,0,"Meduza / Медуза - Riga, Latvia",2024,2,1,0,0,0,1,0,0,Meduza is facing the most intense cyberattack campaign in its history,meduza.io
"Cyber attack on a school district in New Jersey, USA",Hacking,3,"Orange Township Public Schools - Orange, New Jersey, USA (Essex County)",2024,2,1,0,0,0,0,1,0,The Orange Township Public Schools recently discovered a security incident,orange.k12.nj.us
Cyber attack on a software vendor in France,Hacking,3,"Act21 - Ramonville-Saint-Agne, Occitanie, France",2024,2,13,0,0,0,1,0,0,"ESN : Act21, le pôle RSE de Baker Tilly, victime de cyberattaque",lemagit.fr
